Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
341.01895666122437	0	-183.61519	40.178196	-94.28711	-312.5869	151.0	0.0	30049	30049
675.5245640277863	1	-144.61879	34.787045	-54.875244	-290.3331	151.0	0.0	30049	60098
1013.0489137172699	2	-137.61635	37.35703	-58.631485	-261.877	151.0	0.0	30049	90147
1345.497520685196	3	-125.69011	38.794376	-10.539959	-254.67657	151.0	0.0	30049	120196
1677.5632898807526	4	-116.07281	32.631145	-2.6956902	-213.84314	151.0	0.0	30049	150245
2010.753500699997	5	-110.583336	35.41418	-26.154697	-208.0272	151.0	0.0	30049	180294
2343.480904817581	6	-97.998	29.239594	-0.84394264	-178.41946	151.0	0.0	30049	210343
2674.1063284873962	7	-98.78219	28.061356	-22.497639	-194.8987	151.0	0.0	30049	240392
3004.073024749756	8	-94.95968	26.39638	-45.17088	-217.99979	151.0	0.0	30049	270441
3334.8249843120575	9	-84.27962	24.586185	-20.925327	-166.38939	151.0	0.0	30049	300490
3664.597543478012	10	-78.722916	23.452612	-15.648526	-131.29364	151.0	0.0	30049	330539
3995.4504799842834	11	-76.21176	26.832827	14.623508	-186.79234	151.0	0.0	30049	360588
4323.890636444092	12	-75.29018	30.686201	-1.241332	-166.39983	151.0	0.0	30049	390637
4653.243947982788	13	-71.09427	32.217163	2.203662	-177.87137	151.0	0.0	30049	420686
4982.038441419601	14	-64.60289	28.736435	8.839338	-172.17056	151.0	0.0	30049	450735
5309.7641685009	15	-60.175365	24.755157	-2.8255785	-147.90459	151.0	0.0	30049	480784
5638.3724193573	16	-60.90073	27.044493	2.90304	-161.25932	151.0	0.0	30049	510833
5963.653592824936	17	-57.924484	24.236137	7.9072514	-143.3006	151.0	0.0	30049	540882
6286.64323091507	18	-53.139034	24.57539	6.5382576	-133.71367	151.0	0.0	30049	570931
6610.797820329666	19	-46.86014	25.999376	21.806019	-126.768524	151.0	0.0	30049	600980
6934.526311159134	20	-46.360416	22.415152	13.735296	-136.97571	151.0	0.0	30049	631029
7255.19552230835	21	-43.043602	24.539907	22.064447	-126.81618	151.0	0.0	30049	661078
7576.393382072449	22	-40.232475	20.411224	9.281338	-105.15498	151.0	0.0	30049	691127
7897.052173137665	23	-35.989925	21.207136	32.52536	-104.86312	151.0	0.0	30049	721176
8213.30325961113	24	-31.955702	21.27033	30.977102	-121.970184	151.0	0.0	30049	751225
8536.332790613174	25	-30.865343	18.297224	52.508663	-85.01616	151.0	0.0	30049	781274
8855.690898418427	26	-30.070156	18.039661	16.54956	-89.24334	151.0	0.0	30049	811323
9181.782269716263	27	-28.828047	15.134501	20.856867	-69.54958	151.0	0.0	30049	841372
9507.494517803192	28	-29.573685	16.138966	8.833315	-77.68089	151.0	0.0	30049	871421
9833.325719356537	29	-27.754362	15.106563	7.909999	-73.57481	151.0	0.0	30049	901470
10157.266602754593	30	-22.926924	15.29945	22.539215	-61.550297	151.0	0.0	30049	931519
10481.31394815445	31	-19.773441	16.617184	28.292625	-72.69519	151.0	0.0	30049	961568
10804.191369771957	32	-19.735989	14.230312	15.938279	-57.378494	151.0	0.0	30049	991617
11127.481306314468	33	-16.62756	16.175493	24.11884	-80.27477	151.0	0.0	30049	1021666
11450.534288406372	34	-17.681988	13.168078	15.547302	-58.41111	151.0	0.0	30049	1051715
11771.76360297203	35	-17.518612	15.005084	21.201515	-70.28455	151.0	0.0	30049	1081764
12092.661312818527	36	-12.7079735	12.206985	17.179085	-45.250385	151.0	0.0	30049	1111813
12411.984164953232	37	-8.797487	12.42302	26.288717	-42.314068	151.0	0.0	30049	1141862
12728.26472043991	38	-8.734863	10.880751	17.042719	-36.68445	151.0	0.0	30049	1171911
13050.035165548325	39	-6.333592	10.851936	20.424852	-50.56527	151.0	0.0	30049	1201960
13371.211738109589	40	-6.240101	10.638328	19.394863	-49.27896	151.0	0.0	30049	1232009
