Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
11.113962173461914	0	23.834124	10.977615	67.0	8.0	23.834123222748815	10.977614946720688	5029	5029
19.153778076171875	1	26.707447	7.883092	52.0	13.0	26.70744680851064	7.8830917814271775	5021	10050
26.554500341415405	2	143.85715	28.263195	219.0	93.0	143.85714285714286	28.26319449859315	5035	15085
33.933659076690674	3	124.02439	13.630109	153.0	101.0	124.02439024390245	13.630109791226204	5085	20170
41.30272173881531	4	127.525	23.19158	157.0	69.0	127.525	23.191579829757178	5101	25271
48.50132727622986	5	80.8871	15.778818	118.0	58.0	80.88709677419355	15.778818835050503	5015	30286
55.806812047958374	6	66.84	13.6235485	103.0	36.0	66.84	13.623548240699508	5013	35299
63.245023250579834	7	65.10256	13.984963	103.0	35.0	65.1025641025641	13.98496421856734	5078	40377
70.7898964881897	8	73.608696	16.54788	145.0	54.0	73.6086956521739	16.54788168176668	5079	45456
78.21180725097656	9	70.478874	18.93269	125.0	37.0	70.47887323943662	18.93268963350373	5004	50460
85.64134979248047	10	61.109756	14.207526	112.0	32.0	61.109756097560975	14.207526429944966	5011	55471
93.12717652320862	11	54.739132	14.472514	102.0	32.0	54.73913043478261	14.472514854038952	5036	60507
100.58631610870361	12	58.195404	18.934757	137.0	32.0	58.195402298850574	18.934757361329154	5063	65570
108.10977268218994	13	60.277107	20.15501	133.0	34.0	60.27710843373494	20.15500969325567	5003	70573
115.6420590877533	14	62.04938	16.800133	106.0	35.0	62.04938271604938	16.800133181841222	5026	75599
123.19381833076477	15	74.30882	17.966682	151.0	40.0	74.30882352941177	17.966682689111284	5053	80652
130.4997363090515	16	81.20968	23.892998	156.0	38.0	81.20967741935483	23.892998769901663	5035	85687
137.87639689445496	17	120.666664	36.257458	228.0	44.0	120.66666666666667	36.25745681378073	5068	90755
145.07428097724915	18	420.08334	279.14496	1000.0	133.0	420.0833333333333	279.1449618428071	5041	95796
153.28492522239685	19	311.77777	393.61948	1000.0	53.0	311.77777777777777	393.6194659193284	5612	101408
160.60241389274597	20	67.75676	109.168945	1000.0	49.0	67.75675675675676	109.16895049254406	5014	106422
167.97337293624878	21	55.43956	3.099836	68.0	50.0	55.43956043956044	3.0998361927965217	5045	111467
175.27086758613586	22	50.9899	1.702612	56.0	47.0	50.98989898989899	1.7026120722539346	5048	116515
182.529146194458	23	47.018692	1.2823846	50.0	44.0	47.018691588785046	1.2823846683397315	5031	121546
189.88430786132812	24	44.82143	1.0195787	47.0	43.0	44.82142857142857	1.0195787445442996	5020	126566
197.10641598701477	25	44.44248	0.96796525	47.0	41.0	44.442477876106196	0.9679652328407304	5022	131588
204.55737352371216	26	48.04762	1.1741741	51.0	46.0	48.04761904761905	1.1741740958036144	5045	136633
211.9882047176361	27	58.32558	2.0083654	62.0	54.0	58.325581395348834	2.0083654146403824	5016	141649
220.65312576293945	28	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	147649
229.34501695632935	29	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	153649
238.01737260818481	30	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	159649
246.59265613555908	31	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	165649
255.37242460250854	32	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	171649
263.99796199798584	33	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	177649
272.63728046417236	34	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	183649
281.1645317077637	35	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	189649
289.7012343406677	36	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	195649
298.3858606815338	37	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	201649
305.7276840209961	38	122.756096	8.891707	150.0	106.0	122.7560975609756	8.891707531163524	5033	206682
313.46812415122986	39	886.1667	212.59384	1000.0	418.0	886.1666666666666	212.59383549126935	5317	211999
322.13437485694885	40	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	217999
330.9452373981476	41	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	223999
339.54728174209595	42	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	229999
348.24982357025146	43	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	235999
357.0382800102234	44	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	241999
365.7079768180847	45	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	247999
374.3034477233887	46	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	253999
382.9172112941742	47	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	259999
391.6807150840759	48	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	265999
400.42115926742554	49	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	271999
408.5635757446289	50	917.8333	159.99835	1000.0	563.0	917.8333333333334	159.9983506859437	5507	277506
416.2206480503082	51	326.3125	121.948616	621.0	129.0	326.3125	121.94861558767283	5221	282727
423.74195289611816	52	202.11539	69.78557	471.0	132.0	202.1153846153846	69.785565469723	5255	287982
431.0246169567108	53	154.24243	37.760033	250.0	101.0	154.24242424242425	37.76003202283432	5090	293072
438.6624057292938	54	125.14634	19.027018	168.0	84.0	125.14634146341463	19.027016704252155	5131	298203
446.23232674598694	55	94.603775	22.953062	196.0	61.0	94.60377358490567	22.953060898886264	5014	303217
