Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.478074073791504	0	14.183099	5.48573	35.0	8.0	14.183098591549296	5.485730167366323	1007	1007
2.344898223876953	1	24.452381	15.784566	89.0	9.0	24.452380952380953	15.784565066262225	1027	2034
2.9779441356658936	2	37.851852	24.277262	113.0	10.0	37.851851851851855	24.277262191886624	1022	3056
3.6012182235717773	3	53.42105	34.861103	170.0	17.0	53.421052631578945	34.861101515757746	1015	4071
4.224865198135376	4	63.8125	24.574425	108.0	22.0	63.8125	24.574424586345863	1021	5092
4.859321117401123	5	59.588234	18.195211	96.0	31.0	59.588235294117645	18.195212115956128	1013	6105
5.474915027618408	6	71.78571	25.475979	130.0	35.0	71.78571428571429	25.475979082345034	1005	7110
6.099412202835083	7	78.76923	20.554445	113.0	42.0	78.76923076923077	20.554444947519055	1024	8134
6.758965015411377	8	119.44444	48.265728	200.0	70.0	119.44444444444444	48.26572538472389	1075	9209
7.5579612255096436	9	150.0	38.444767	200.0	90.0	150.0	38.44476557348217	1200	10409
8.199662208557129	10	130.625	38.719948	167.0	51.0	130.625	38.71994802424197	1045	11454
8.885670185089111	11	140.75	15.59447	163.0	112.0	140.75	15.594470173750693	1126	12580
9.563637018203735	12	159.14285	28.687622	200.0	122.0	159.14285714285714	28.687620881431325	1114	13694
10.272097110748291	13	167.0	29.149858	200.0	125.0	167.0	29.149859102820475	1169	14863
10.95421814918518	14	185.66667	26.208565	200.0	128.0	185.66666666666666	26.208565181804385	1114	15977
11.661185026168823	15	165.14285	39.295322	200.0	112.0	165.14285714285714	39.29532350012647	1156	17133
12.352833032608032	16	184.33333	22.223612	200.0	150.0	184.33333333333334	22.223611067711047	1106	18239
13.034340143203735	17	187.0	22.323381	200.0	138.0	187.0	22.323380867004293	1122	19361
13.767460107803345	18	200.0	0.0	200.0	200.0	200.0	0.0	1200	20561
14.488303184509277	19	197.5	5.59017	200.0	185.0	197.5	5.5901699437494745	1185	21746
15.211483001708984	20	200.0	0.0	200.0	200.0	200.0	0.0	1200	22946
15.91274619102478	21	192.66667	16.397831	200.0	156.0	192.66666666666666	16.397831834998456	1156	24102
16.641093015670776	22	199.33333	1.490712	200.0	196.0	199.33333333333334	1.4907119849998598	1196	25298
17.30979299545288	23	181.33333	19.930435	200.0	149.0	181.33333333333334	19.930434571835665	1088	26386
17.975816011428833	24	179.16667	28.050053	200.0	125.0	179.16666666666666	28.050054466178057	1075	27461
18.675565004348755	25	187.66667	17.679241	200.0	158.0	187.66666666666666	17.679240808234823	1126	28587
19.359065055847168	26	181.33333	27.151836	200.0	133.0	181.33333333333334	27.15183644290423	1088	29675
19.99047017097473	27	170.16667	24.463692	200.0	131.0	170.16666666666666	24.463691917252028	1021	30696
20.703328132629395	28	167.57143	30.363781	200.0	122.0	167.57142857142858	30.363780786876152	1173	31869
21.43112301826477	29	200.0	0.0	200.0	200.0	200.0	0.0	1200	33069
22.105579137802124	30	183.0	19.79899	200.0	153.0	183.0	19.79898987322333	1098	34167
22.77310299873352	31	178.5	19.059118	200.0	148.0	178.5	19.059118552545918	1071	35238
23.455204010009766	32	185.66667	20.925795	200.0	140.0	185.66666666666666	20.925794820959343	1114	36352
24.138777017593384	33	158.85715	32.515617	200.0	126.0	158.85714285714286	32.51561634234309	1112	37464
24.868219137191772	34	149.875	29.416992	200.0	112.0	149.875	29.41699126355379	1199	38663
25.52565908432007	35	152.28572	32.870804	200.0	117.0	152.28571428571428	32.87080461318779	1066	39729
26.164753198623657	36	146.85715	33.042953	200.0	111.0	146.85714285714286	33.042952874915365	1028	40757
26.834557056427002	37	135.75	18.932446	168.0	111.0	135.75	18.93244569515518	1086	41843
27.50903606414795	38	122.77778	32.19654	182.0	95.0	122.77777777777777	32.19654149051753	1105	42948
28.19110608100891	39	138.75	28.739128	200.0	103.0	138.75	28.739128379267175	1110	44058
28.81966805458069	40	144.57143	45.203846	200.0	91.0	144.57142857142858	45.20384668479045	1012	45070
29.4858500957489	41	120.333336	32.24903	200.0	82.0	120.33333333333333	32.2490309931942	1083	46153
30.100613117218018	42	111.333336	25.927248	169.0	71.0	111.33333333333333	25.92724864350674	1002	47155
30.74942111968994	43	131.625	37.891087	200.0	88.0	131.625	37.891085693075624	1053	48208
31.423492193222046	44	100.0	33.3957	196.0	66.0	100.0	33.39569923317563	1100	49308
32.04501414299011	45	101.4	28.447144	172.0	70.0	101.4	28.447143969122802	1014	50322
32.709057092666626	46	105.7	24.31481	148.0	63.0	105.7	24.314810301542558	1057	51379
33.379725217819214	47	109.2	36.953484	194.0	70.0	109.2	36.95348427415201	1092	52471
34.037198066711426	48	105.2	30.746706	164.0	62.0	105.2	30.746707140765498	1052	53523
34.68096613883972	49	114.77778	47.34924	200.0	63.0	114.77777777777777	47.349240936724115	1033	54556
35.30099821090698	50	144.14285	33.3485	200.0	100.0	144.14285714285714	33.348499950966186	1009	55565
35.92918014526367	51	101.5	26.721714	153.0	70.0	101.5	26.721714016881474	1015	56580
36.594160079956055	52	121.0	31.749016	183.0	77.0	121.0	31.74901573277509	1089	57669
37.2562940120697	53	107.7	25.67898	170.0	79.0	107.7	25.678979730511102	1077	58746
37.899044036865234	54	104.1	33.720768	200.0	81.0	104.1	33.72076511587482	1041	59787
38.574820041656494	55	122.888885	37.77843	190.0	79.0	122.88888888888889	37.778431366895184	1106	60893
39.24292516708374	56	121.55556	34.788605	200.0	84.0	121.55555555555556	34.788603213987294	1094	61987
